Id_x;OwnerId;IsDeleted;Name_x;CurrencyIsoCode_x;CreatedDate_x;CreatedById_x;LastModifiedDate_x;LastModifiedById_x;SystemModstamp_x;Construction__c;Product__c;Gestao_de_Consumos__c;Interconnection_Site__c;Interconnection_Voltage_Level__c;Installation_Type__c;Mobi_E_Connection__c;Technical_Observations__c;Number_of_Charging_Stations__c;Number_of_Equipment_Installed_PIEE__c;Designacao_Local_Interligacao__c;Nivel_Tensao__c;TRE_OPC__c;Asset__c;EV_Charge_Connection__c;Source__c;Responsibility_for_TRE__c;Construction_Name__c;Generate_Template__c;Technical_Control_Template__c;MOBI_E_DPC_Connection__c;Quote__c;Electric_Mobility_Type__c;POD_Production__c;ct_id;salesforce_id;origem;numero_postos_carregamento;Id_y;Name_y;CurrencyIsoCode_y;RecordTypeId;CreatedDate_y;CreatedById_y;LastModifiedDate_y;LastModifiedById_y;SystemModstamp_y;Controlo_Tecnico__c;OtherBrand__c;Equipment_Type__c;Model__c;Warranty_years__c;Accessibility__c;Card_Number__c;GPRS_ICCID__c;ID_Mobi_E__c;Localization__c;Number_of_Points__c;Potencia_kW__c;Serial_Number__c;Observations__c;Fixation_Type__c;Location__Latitude__s;Location__Longitude__s;Location__c;N_Plugs__c;BrandModel__c;Brand_and_Model_Name__c;Material_Code__c;Power_kW_matrix__c;Warranty_years_Matrix__c;Exist_Serial_Number__c;eq_id;latitude;longitude
a2pQv0000000xZZIAY;0053X00000CS3iMQAT;False;CT-0085018;EUR;2024-01-29T09:48:11.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:44.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;C;False;;1.0;0.0;;BT;;02iQv000001r6ebIAA;False;GA;EDP C;;False;;False;;;;a2pQv0000000xZZIAY;02iQv000001r6ebIAA;GA;1.0;a48Qv0000007Nj3IAE;69PG-STB-00002;EUR;0123X000000eQvDQAU;2024-01-29T09:48:12.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:45.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:45.000+0000;a2pQv0000000xZZIAY;Zaptec;Charging_Post;Zaptec pro;;Private with Private Access;;NA;69PG-STB-00002;Uncovered Outdoor Park;1.0;;ZPG019504;;Mural;38.606161957812034;-8.911817807449086;OrderedDict({'latitude': 38.606161957812034, 'longitude': -8.911817807449086});1.0;a4p7S0000008U7zQAE;Zaptec | Pro T2P 1x22kW;20214899;22.0;5.0;1.0;a48Qv0000007Nj3IAE;38.606161957812034;-8.911817807449086
a2p7S000000wr7yQAA;0057S000001EnsKQAS;False;CT-0047252;EUR;2023-01-05T12:53:12.000+0000;0057S000001EnsKQAS;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000kP9CUAU;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;Q Entrada;BT;003Qv000009NpW5IAK;02iQv000001r6gDIAQ;False;GO;EDP C;GO_BK PORTUGAL, S.A._01458110;False;;False;;;;a2p7S000000wr7yQAA;02iQv000001r6gDIAQ;GO;1.0;a487S0000011GZkQAM;PNI-00012;EUR;0123X000000eQvDQAU;2023-01-05T12:58:41.000+0000;0057S000001EnsKQAS;2025-08-05T08:39:23.000+0000;005b0000005zonLAAQ;2025-08-05T08:39:23.000+0000;a2p7S000000wr7yQAA;Star Charge;Charging_Post;DH-DC1200SG56-F;2.0;Private with Public Access;;8935103196305030984F;PNI-00012;Uncovered Outdoor Park;2.0;120.0;SN2307210432;;Solo;39.36446691771518;-9.374745788879784;OrderedDict({'latitude': 39.36446691771518, 'longitude': -9.374745788879784});2.0;a4p7S000000LIPSQA4;Star Charge | Titan 120 V3. (CCS120+CHA50);20204963;132.0;2.0;1.0;a487S0000011GZkQAM;39.36446691771518;-9.374745788879784
a2pQv0000000xePIAQ;0053X00000CS3iMQAT;False;CT-0085021;EUR;2024-01-29T09:48:43.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:44.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;QGBT;MT;0037S00000FL6ifQAD;02iQv000001r6jRIAQ;False;GA;EDP C;;False;;False;;;;a2pQv0000000xePIAQ;02iQv000001r6jRIAQ;GA;1.0;a48Qv0000007NpVIAU;MOBI-BRG-00050;EUR;0123X000000eQvDQAU;2024-01-29T09:48:43.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:45.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:45.000+0000;a2pQv0000000xePIAQ;;Charging_Post;;;Private with Private Access;;8935103196305062870;MOBI-BRG-00050;Interior Park;2.0;;;"Ref SAP PC: 20177339
Ref SAP postalete: 20177542
ex BRG-00100";Postalete;41.565208;-8.429826;OrderedDict({'latitude': 41.565208, 'longitude': -8.429826});2.0;a4p7S000000LHyyQAG;Alfen | Eve Double Pro-line B. T2S 3PH 2FC 2x22kW;20177400;44.0;2.0;1.0;a48Qv0000007NpVIAU;41.565208;-8.429826
a2pQv0000000xg1IAA;0053X00000CS3iMQAT;False;CT-0085022;EUR;2024-01-29T09:48:49.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:44.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;QGBT;MT;0037S00000FL6ifQAD;02iQv000001r6l3IAA;False;GA;EDP C;;False;;False;;;;a2pQv0000000xg1IAA;02iQv000001r6l3IAA;GA;1.0;a48Qv0000007Nr7IAE;MOBI-BRG-00049;EUR;0123X000000eQvDQAU;2024-01-29T09:48:49.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:45.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:45.000+0000;a2pQv0000000xg1IAA;;Charging_Post;;;Private with Private Access;;8935103196305031578;MOBI-BRG-00049;Interior Park;2.0;;;"Ref SAP PC: 20177400
Ref SAP postalete: 20177542
ex-BRG-00099";Postalete;41.565208;-8.429826;OrderedDict({'latitude': 41.565208, 'longitude': -8.429826});2.0;a4p7S000000LHz4QAG;Alfen | Eve Double Pro-line B. T2S 1PH 2FC 2x7,4kW;20177339;14.8;2.0;1.0;a48Qv0000007Nr7IAE;41.565208;-8.429826
a2p7S000000pAoHQAU;0057S000000YQiIQAW;False;CT-0063582;EUR;2023-08-24T11:14:33.000+0000;0057S000000YQiIQAW;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000gS4qUAE;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;Q Geral;MT;0037S00000FL6ifQAD;02iQv000001teU5IAI;False;GO;EDP C;GO_INTERARGANIL - SUPERMERCADOS, LDA_01489362;False;;False;;;;a2p7S000000pAoHQAU;02iQv000001teU5IAI;GO;1.0;a487S0000017bxCQAQ;AGN-00003;EUR;0123X000000eQvDQAU;2023-08-30T15:07:45.000+0000;0053X00000DXCs4QAH;2025-08-05T08:39:24.000+0000;005b0000005zonLAAQ;2025-08-05T08:39:24.000+0000;a2p7S000000pAoHQAU;Efacec;Charging_Post;PC G3 2X22;;Private with Public Access;929040549;8935103196305031602;AGN-00003;Uncovered Outdoor Park;2.0;44.0;01.O19-01959;Potência do Posto Carregamento: 44;Postalete;40.21902814562362;-8.056756240428625;OrderedDict({'latitude': 40.21902814562362, 'longitude': -8.056756240428625});2.0;a4p7S000000LI9JQAW;Efacec | EV Public Charger G3. T2S 3PH 1FC 2x22kW w/Pedestal;20177277;44.0;2.0;1.0;a487S0000017bxCQAQ;40.21902814562362;-8.056756240428625
a2p7S000000wr9LQAQ;0057S000001EnsKQAS;False;CT-0047309;EUR;2023-01-05T15:00:11.000+0000;0057S000001EnsKQAS;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000kPAeUAM;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;;BT;0033X00003VHz8dQAD;02iQv000001vlT3IAI;False;GO;EDP C;GO_BK PORTUGAL, S.A._01458139;False;;False;;;;a2p7S000000wr9LQAQ;02iQv000001vlT3IAI;GO;1.0;a487S0000011GaNQAU;ABT-00033;EUR;0123X000000eQvDQAU;2023-01-05T15:02:19.000+0000;0057S000001EnsKQAS;2025-08-05T08:39:16.000+0000;005b0000005zonLAAQ;2025-08-05T08:39:16.000+0000;a2p7S000000wr9LQAQ;Star Charge;Charging_Post;DH-DC1200SG56-F;2.0;Private with Public Access;935755748;8935103196304184790;ABT-00033;Uncovered Outdoor Park;2.0;120.0;SN2307121962;"Data entrega: 23/01/2023
Hora: Entre as 10:00h e as 15:00h
Morada:  Burger KING de Abrantes, Av. Dom João I, Rotunda do Olival, 2200-483 Abrantes
Com carro grua";Solo;39.47266141577446;-8.195453567078065;OrderedDict({'latitude': 39.47266141577446, 'longitude': -8.195453567078065});2.0;a4p7S000000LIPSQA4;Star Charge | Titan 120 V3. (CCS120+CHA50);20204963;132.0;2.0;1.0;a487S0000011GaNQAU;39.47266141577446;-8.195453567078065
a2p7S000000wr9QQAQ;0057S000001EnsKQAS;False;CT-0047312;EUR;2023-01-05T15:10:51.000+0000;0057S000001EnsKQAS;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000kPAjUAM;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;;BT;0033X00003VHz8dQAD;02iQv000001vlUfIAI;False;GO;EDP C;GO_BK PORTUGAL, S.A._01458153;False;;False;;;;a2p7S000000wr9QQAQ;02iQv000001vlUfIAI;GO;1.0;a487S0000011GacQAE;ORM-00019;EUR;0123X000000eQvDQAU;2023-01-05T15:13:13.000+0000;0057S000001EnsKQAS;2025-08-05T08:39:16.000+0000;005b0000005zonLAAQ;2025-08-05T08:39:16.000+0000;a2p7S000000wr9QQAQ;Star Charge;Charging_Post;DH-DC1200SG56-F;2.0;Private with Public Access;;8935103196304184741F;ORM-00019;Uncovered Outdoor Park;2.0;120.0;SN2307210439;"Necessário carro-grua
Entrega em obra dia 12/01/2024 às 10h. 
Morada: Burguer King de ourém, Estr. da Caridade 2, 2490-579 Ourém
Contacto: Adriano Martins: 913552823";Solo;39.65716784235187;-8.584924376712166;OrderedDict({'latitude': 39.65716784235187, 'longitude': -8.584924376712166});2.0;a4p7S000000LIPSQA4;Star Charge | Titan 120 V3. (CCS120+CHA50);20204963;132.0;2.0;1.0;a487S0000011GacQAE;39.65716784235187;-8.584924376712166
a2p7S0000019WIVQA2;0057S000000YQiIQAW;False;CT-0054862;EUR;2023-05-22T16:02:48.000+0000;0057S000000YQiIQAW;2025-09-30T19:06:33.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S0000008lGWUAY;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;;;0037S00000FMLaKQAX;02iQv000001wt6pIAA;False;GO;EDP C;GO_GERAÇÃO CORAGEM - LDA_01483575;False;;False;;;;a2p7S0000019WIVQA2;02iQv000001wt6pIAA;GO;1.0;a487S000000TmYwQAK;STB-00066;EUR;0123X000000eQvDQAU;2023-05-24T07:57:33.000+0000;0050X000009K50YQAS;2025-08-05T08:39:22.000+0000;005b0000005zonLAAQ;2025-08-05T08:39:22.000+0000;a2p7S0000019WIVQA2;Efacec Public Charger;Charging_Post;2X22;10.0;Private with Public Access;;89351031966303752563;STB-00066;Uncovered Outdoor Park;2.0;44.0;01.O19-02175;SAP Code 20177277;Solo;38.54893659112144;-8.884297348558903;OrderedDict({'latitude': 38.54893659112144, 'longitude': -8.884297348558903});2.0;a4p7S000000LI9JQAW;Efacec | EV Public Charger G3. T2S 3PH 1FC 2x22kW w/Pedestal;20177277;44.0;2.0;1.0;a487S000000TmYwQAK;38.54893659112144;-8.884297348558903
a2p7S000000pAF2QAM;0057S000000YQiIQAW;False;CT-0061727;EUR;2023-08-07T14:53:20.000+0000;0057S000000YQiIQAW;2025-09-30T19:06:29.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000gRFTUA2;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;;MT;003Qv00000CC9S1IAL;02iQv000001wvbdIAA;False;GO;EDP C;GO_P. G. L. - Propriedades, Gestão e Imobiliária S.A._01464285;False;;False;;;;a2p7S000000pAF2QAM;02iQv000001wvbdIAA;GO;1.0;a487S0000017am4QAA;MTA-00016;EUR;0123X000000eQvDQAU;2023-08-07T16:24:10.000+0000;0053X00000DXCs4QAH;2025-08-05T08:39:24.000+0000;005b0000005zonLAAQ;2025-08-05T08:39:24.000+0000;a2p7S000000pAF2QAM;Alfen;Charging_Post;NG920-61022;;Private with Public Access;;8935103196304335384;MTA-00016;Uncovered Outdoor Park;2.0;44.0;ace0395974;"Potência do Posto Carregamento: 44
SAP code carregador: 20177400
SAP code postalete: 20177542";Postalete;38.6492955;-8.99992;OrderedDict({'latitude': 38.6492955, 'longitude': -8.99992});2.0;a4p7S000000LHyyQAG;Alfen | Eve Double Pro-line B. T2S 3PH 2FC 2x22kW;20177400;44.0;2.0;1.0;a487S0000017am4QAA;38.6492955;-8.99992
a2pQv00000016zRIAQ;0053X00000CS3iMQAT;False;CT-0086941;EUR;2024-02-08T17:03:36.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:38.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;C;False;;1.0;0.0;;BT;;02iQv000001zB9GIAU;False;GA;;;False;;False;;;;a2pQv00000016zRIAQ;02iQv000001zB9GIAU;GA;1.0;a48Qv0000008R6HIAU;03PJ-ORM-10004;EUR;0123X000000eQvDQAU;2024-02-08T17:03:36.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:44.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:44.000+0000;a2pQv00000016zRIAQ;;Charging_Post;;;Private with Private Access;;;03PJ-ORM-10004;Uncovered Outdoor Park;1.0;;;;Postalete;;;;1.0;a4p7S0000008U7zQAE;Zaptec | Pro T2P 1x22kW;20214899;22.0;5.0;1.0;a48Qv0000008R6HIAU;;
a2pQv00000016mXIAQ;0053X00000CS3iMQAT;False;CT-0086933;EUR;2024-02-08T16:59:50.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:38.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;;BT;0037S00000FMLaKQAX;02iQv000001zBZ5IAM;False;GA;EDP C;;False;;False;;;;a2pQv00000016mXIAQ;02iQv000001zBZ5IAM;GA;1.0;a48Qv0000008Qq9IAE;LRS-00113;EUR;0123X000000eQvDQAU;2024-02-08T16:59:51.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:45.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:45.000+0000;a2pQv00000016mXIAQ;;Charging_Post;Alfen;;Private with Public Access;;8934076179016014188;LRS-00113;Interior Park;2.0;;ACE0421524;Potência do Posto Carregamento: 14.8;Mural;38.78631752223344;-9.117190595486115;OrderedDict({'latitude': 38.78631752223344, 'longitude': -9.117190595486115});2.0;a4p7S000000LHz4QAG;Alfen | Eve Double Pro-line B. T2S 1PH 2FC 2x7,4kW;20177339;14.8;2.0;1.0;a48Qv0000008Qq9IAE;38.78631752223344;-9.117190595486115
a2pQv00000016xpIAA;0053X00000CS3iMQAT;False;CT-0086940;EUR;2024-02-08T17:03:29.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:38.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;C;False;;1.0;0.0;;BT;;02iQv000001zDNyIAM;False;GA;;;False;;False;;;;a2pQv00000016xpIAA;02iQv000001zDNyIAM;GA;1.0;a48Qv0000008R4fIAE;03PJ-ORM-10003;EUR;0123X000000eQvDQAU;2024-02-08T17:03:30.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:44.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:44.000+0000;a2pQv00000016xpIAA;;Charging_Post;;;Private with Private Access;;;03PJ-ORM-10003;Uncovered Outdoor Park;1.0;;;;Postalete;;;;1.0;a4p7S0000008U7zQAE;Zaptec | Pro T2P 1x22kW;20214899;22.0;5.0;1.0;a48Qv0000008R4fIAE;;
a2pQv00000016o9IAA;0053X00000CS3iMQAT;False;CT-0086934;EUR;2024-02-08T16:59:57.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:38.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;;BT;0037S00000FMLaKQAX;02iQv000001zEIPIA2;False;GA;EDP C;;False;;False;;;;a2pQv00000016o9IAA;02iQv000001zEIPIA2;GA;1.0;a48Qv0000008QrlIAE;LRS-00114;EUR;0123X000000eQvDQAU;2024-02-08T16:59:57.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:45.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:45.000+0000;a2pQv00000016o9IAA;Alfen;Charging_Post;Eve Proline 2x7,4kw;;Private with Public Access;;8934076179016014196F;LRS-00114;Interior Park;2.0;;ACE0421511;Potência do Posto Carregamento: 14.8;Mural;38.786223438485756;-9.11719864211242;OrderedDict({'latitude': 38.786223438485756, 'longitude': -9.11719864211242});2.0;a4p7S000000LHz4QAG;Alfen | Eve Double Pro-line B. T2S 1PH 2FC 2x7,4kW;20177339;14.8;2.0;1.0;a48Qv0000008QrlIAE;38.786223438485756;-9.11719864211242
a2p7S000000pDlBQAU;0057S000000YQiIQAW;False;CT-0069856;EUR;2023-10-06T15:25:55.000+0000;0057S000000YQiIQAW;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000gULFUA2;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;;BT;003Qv00000CC9S1IAL;02iQv000001zELdIAM;False;GO;EDP C;GO_CBBHP - HOTELS IN PORTUGAL SA_01731980;False;;False;;;;a2p7S000000pDlBQAU;02iQv000001zELdIAM;GO;1.0;a487S0000017qapQAA;STB-00080;EUR;0123X000000eQvDQAU;2023-10-09T20:22:56.000+0000;0053X00000DXCs4QAH;2025-08-05T08:39:23.000+0000;005b0000005zonLAAQ;2025-08-05T08:39:23.000+0000;a2p7S000000pDlBQAU;Alfen;Charging_Post;Eve Proline 2x7,4kw;;Private with Public Access;;8935103196304337885F;STB-00080;Interior Park;2.0;14.8;ACE0421568;Potência do Posto Carregamento: 14.8;Mural;38.530523;-8.901851;OrderedDict({'latitude': 38.530523, 'longitude': -8.901851});2.0;a4p7S000000LHz4QAG;Alfen | Eve Double Pro-line B. T2S 1PH 2FC 2x7,4kW;20177339;14.8;2.0;1.0;a487S0000017qapQAA;38.530523;-8.901851
a2p7S000000pDmxQAE;0057S000000YQiIQAW;False;CT-0069945;EUR;2023-10-06T16:52:29.000+0000;0057S000000YQiIQAW;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000gUN1UAM;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;;MT;003Qv00000CC9S1IAL;02iQv000001zENFIA2;False;GO;EDP C;GO_CBBHP - HOTELS IN PORTUGAL SA_01731935;False;;False;;;;a2p7S000000pDmxQAE;02iQv000001zENFIA2;GO;1.0;a487S0000017qaWQAQ;OER-00221;EUR;0123X000000eQvDQAU;2023-10-09T20:39:08.000+0000;0053X00000DXCs4QAH;2025-08-05T08:39:23.000+0000;005b0000005zonLAAQ;2025-08-05T08:39:23.000+0000;a2p7S000000pDmxQAE;Alfen;Charging_Post;Proline 2x7,4kw;;Private with Public Access;;8934076179016014972;OER-00221;Interior Park;2.0;14.8;ACE0421483;Potência do Posto Carregamento: 14.8;Mural;38.699257836965735;-9.30416296682981;OrderedDict({'latitude': 38.699257836965735, 'longitude': -9.30416296682981});2.0;a4p7S000000LHz4QAG;Alfen | Eve Double Pro-line B. T2S 1PH 2FC 2x7,4kW;20177339;14.8;2.0;1.0;a487S0000017qaWQAQ;38.699257836965735;-9.30416296682981
a2pQv00000016plIAA;0053X00000CS3iMQAT;False;CT-0086935;EUR;2024-02-08T17:00:16.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:38.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;;BT;003Qv00000CC9S1IAL;02iQv000001zEOrIAM;False;GA;EDP C;;False;;False;;;;a2pQv00000016plIAA;02iQv000001zEOrIAM;GA;1.0;a48Qv0000008QwbIAE;MTJ-00043;EUR;0123X000000eQvDQAU;2024-02-08T17:00:16.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:45.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:45.000+0000;a2pQv00000016plIAA;Alfen;Charging_Post;Pro line 2x7,4kw;;Private with Public Access;;8935103196304264097F;MTJ-00043;Interior Park;2.0;;ACE0421523;Potência do Posto Carregamento: 14.8;Mural;38.70904852800664;-8.975017388284066;OrderedDict({'latitude': 38.70904852800664, 'longitude': -8.975017388284066});2.0;a4p7S000000LHz4QAG;Alfen | Eve Double Pro-line B. T2S 1PH 2FC 2x7,4kW;20177339;14.8;2.0;1.0;a48Qv0000008QwbIAE;38.70904852800664;-8.975017388284066
a2pQv00000016rNIAQ;0053X00000CS3iMQAT;False;CT-0086936;EUR;2024-02-08T17:00:23.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:38.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;;BT;003Qv00000CC9S1IAL;02iQv000001zEQTIA2;False;GA;EDP C;;False;;False;;;;a2pQv00000016rNIAQ;02iQv000001zEQTIA2;GA;1.0;a48Qv0000008QyDIAU;MTJ-00044;EUR;0123X000000eQvDQAU;2024-02-08T17:00:23.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:45.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:45.000+0000;a2pQv00000016rNIAQ;Alfen;Charging_Post;Pro Line 2x7,4kw;;Private with Public Access;;8935103196304263966;MTJ-00044;Interior Park;2.0;;ACE0421506;Potência do Posto Carregamento: 14.8;Mural;38.70902388790778;-8.975003855525635;OrderedDict({'latitude': 38.70902388790778, 'longitude': -8.975003855525635});2.0;a4p7S000000LHz4QAG;Alfen | Eve Double Pro-line B. T2S 1PH 2FC 2x7,4kW;20177339;14.8;2.0;1.0;a48Qv0000008QyDIAU;38.70902388790778;-8.975003855525635
a2p7S000000wr96QAA;0057S000001EnsKQAS;False;CT-0047306;EUR;2023-01-05T14:32:18.000+0000;0057S000001EnsKQAS;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000kPAPUA2;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;;BT;003Qv00000CC9S1IAL;02iQv000001zEThIAM;False;GO;EDP C;GO_BK PORTUGAL, S.A._01458123;False;;False;;;;a2p7S000000wr96QAA;02iQv000001zEThIAM;GO;1.0;a487S0000011Ga8QAE;ALM-00072;EUR;0123X000000eQvDQAU;2023-01-05T14:50:39.000+0000;0057S000001EnsKQAS;2025-08-05T08:39:23.000+0000;005b0000005zonLAAQ;2025-08-05T08:39:23.000+0000;a2p7S000000wr96QAA;Star Charge;Charging_Post;Titan V3;2.0;Private with Public Access;;893510319304263883;ALM-00072;Uncovered Outdoor Park;2.0;120.0;2307160113;;Solo;38.634311163274624;-9.144136809683552;OrderedDict({'latitude': 38.634311163274624, 'longitude': -9.144136809683552});2.0;a4p7S000000LHxwQAG;Star Charge | Titan 120 V2. (CCS120+CHA50);20197563;132.0;2.0;1.0;a487S0000011Ga8QAE;38.634311163274624;-9.144136809683552
a2p7S000000pECgQAM;0057S000000YQiIQAW;False;CT-0071035;EUR;2023-10-16T10:33:35.000+0000;0057S000000YQiIQAW;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000gUjCUAU;01t3X00000IpIctQAF;False;;;;False;;1.0;0.0;;;;02iQv000001zErtIAE;False;GO;;GO_CALÉ - INDÚSTRIA E COMÉRCIO LDA_01577788;False;;False;;;;a2p7S000000pECgQAM;02iQv000001zErtIAE;GO;1.0;a487S000000CmtFQAS;41TE-PNI-10001;EUR;0123X000000eQvDQAU;2023-11-16T17:17:40.000+0000;0057S000002ympzQAA;2025-08-05T08:39:23.000+0000;005b0000005zonLAAQ;2025-08-05T08:39:23.000+0000;a2p7S000000pECgQAM;Etrel;Charging_Post;Inch Pro;;Private with Private Access;;;41TE-PNI-10001;Uncovered Outdoor Park;1.0;7.4;224303555;"Carregador de 22kW limitado a 7,4kW
Código SAP: 20198606";Mural;39.35920908014932;-9.382782805729656;OrderedDict({'latitude': 39.35920908014932, 'longitude': -9.382782805729656});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;1.0;a487S000000CmtFQAS;39.35920908014932;-9.382782805729656
a2pQv00000016szIAA;0053X00000CS3iMQAT;False;CT-0086937;EUR;2024-02-08T17:03:12.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:38.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;C;False;;1.0;0.0;;BT;;02iQv000001zFJJIA2;False;GA;;;False;;False;;;;a2pQv00000016szIAA;02iQv000001zFJJIA2;GA;1.0;a48Qv0000008QzpIAE;03PJ-ORM-10001;EUR;0123X000000eQvDQAU;2024-02-08T17:03:12.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:45.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:45.000+0000;a2pQv00000016szIAA;;Charging_Post;;;Private with Private Access;;;03PJ-ORM-10001;Uncovered Outdoor Park;1.0;;;;Postalete;;;;1.0;a4p7S0000008U7zQAE;Zaptec | Pro T2P 1x22kW;20214899;22.0;5.0;1.0;a48Qv0000008QzpIAE;;
a2pQv00000016ubIAA;0053X00000CS3iMQAT;False;CT-0086938;EUR;2024-02-08T17:03:18.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:38.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;C;False;;1.0;0.0;;BT;;02iQv000001zFMXIA2;False;GA;;;False;;False;;;;a2pQv00000016ubIAA;02iQv000001zFMXIA2;GA;1.0;a48Qv0000008R1RIAU;03PJ-ORM-10002;EUR;0123X000000eQvDQAU;2024-02-08T17:03:19.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:44.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:44.000+0000;a2pQv00000016ubIAA;;Charging_Post;;;Private with Private Access;;;03PJ-ORM-10002;Uncovered Outdoor Park;1.0;;;;Postalete;;;;1.0;a4p7S0000008U7zQAE;Zaptec | Pro T2P 1x22kW;20214899;22.0;5.0;1.0;a48Qv0000008R1RIAU;;
